Ticker,Name,Window,Passed,Signal_Level,Signal_Rank,Pass_Reason,Reject_Reason,Failed_Conditions,Conditions_Passed,Weekly_MA2_Warning,SMA25_Above_SMA75,SMA75_Up,Drop_OK,Return_OK,Green_Band_OK,Pull_Before_Latest,Rebound_Confirmed,Yellow_Band_OK,Weekly_MA2_OK,Peak_Date,Peak_High,Pullback_Date,Pullback_Low,Latest_Date,Latest_Close,Prev_Close,Return_%,Drop_From_Peak_%,Delta_from_Pull_%,SMA25,SMA75,SMA75_10d_Ago,"Within_(pull, +2%]","Within_(pull, +5%]",Data_Rows
8601.T,大和証G,30,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-16,1886.5,2026-07-17,1744.0,2026-07-22,1852.5,1847.0,1.84,1.8,6.22,1702.06,1576.33,1536.85,False,False,
8604.T,野村HD,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-16,1636.0,2026-07-17,1496.5,2026-07-22,1603.0,1586.5,2.06,2.02,7.12,1490.02,1365.49,1321.96,False,False,
8604.T,野村HD,30,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-16,1636.0,2026-07-17,1496.5,2026-07-22,1603.0,1586.5,2.06,2.02,7.12,1490.02,1365.49,1321.96,False,False,
8630.T,住友信託,60,False,,0,,Return<3%,Return<3% | 押し目日が最新日 | 前日終値超えなし,4,False,True,True,True,False,True,False,False,True,True,2026-07-21,6958.0,2026-07-22,6794.0,2026-07-22,6906.0,6946.0,0.75,0.75,1.65,6480.6,6124.84,6033.21,True,True,
8630.T,住友信託,30,False,,0,,Return<3%,Return<3% | 押し目日が最新日 | 前日終値超えなし,4,False,True,True,True,False,True,False,False,True,True,2026-07-21,6958.0,2026-07-22,6794.0,2026-07-22,6906.0,6946.0,0.75,0.75,1.65,6480.6,6124.84,6033.21,True,True,
8725.T,MS&AD,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,4839.0,,,,,,,,,,,,,,
8725.T,MS&AD,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,4839.0,,,,,,,,,,,,,,
8750.T,第一生命,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-15,1917.0,2026-07-17,1775.5,2026-07-22,1897.0,1877.5,1.05,1.04,6.84,1821.02,1647.01,1589.43,False,False,
8750.T,第一生命,30,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-15,1917.0,2026-07-17,1775.5,2026-07-22,1897.0,1877.5,1.05,1.04,6.84,1821.02,1647.01,1589.43,False,False,
8766.T,東京海上,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-05-20,8038.0,2026-06-26,6798.0,2026-07-22,7971.0,7874.0,0.84,0.83,17.26,7460.68,7316.52,7217.63,False,False,
8766.T,東京海上,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,7971.0,,,,,,,,,,,,,,
8795.T,T&DHD,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-07,5098.0,2026-07-17,4726.0,2026-07-22,5068.0,4996.0,0.59,0.59,7.24,4886.08,4365.21,4224.04,False,False,
8795.T,T&DHD,30,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-07,5098.0,2026-07-17,4726.0,2026-07-22,5068.0,4996.0,0.59,0.59,7.24,4886.08,4365.21,4224.04,False,False,
1332.T,日水,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き,5,False,False,False,True,True,True,True,True,False,True,2026-05-20,1369.0,2026-07-16,1233.0,2026-07-22,1282.5,1266.0,6.74,6.32,4.01,1272.5,1284.68,1298.33,False,True,
1332.T,日水,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き,5,False,False,False,True,True,True,True,True,False,True,2026-06-11,1326.0,2026-07-16,1233.0,2026-07-22,1282.5,1266.0,3.39,3.28,4.01,1272.5,1284.68,1298.33,False,True,
2002.T,日清粉G,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,3,False,False,False,True,True,False,True,False,False,True,2026-05-20,2124.0,2026-06-02,1836.0,2026-07-22,2041.0,2043.0,4.07,3.91,11.17,1993.02,2003.51,2010.23,False,False,
2002.T,日清粉G,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Return<3% | 押し目日が最新日 | 前日終値超えなし,2,False,False,False,True,False,True,False,False,True,True,2026-07-21,2097.0,2026-07-22,2007.0,2026-07-22,2041.0,2043.0,2.74,2.67,1.69,1993.02,2003.51,2010.23,True,True,
2269.T,明治HD,60,False,,0,,SMA75下向き,SMA75下向き | 押し目日が最新日 | 前日終値超えなし,4,True,True,False,True,True,True,False,False,True,False,2026-07-08,3937.0,2026-07-22,3681.0,2026-07-22,3729.0,3751.0,5.58,5.28,1.3,3759.6,3756.23,3775.01,True,True,
2269.T,明治HD,30,False,,0,,SMA75下向き,SMA75下向き | 押し目日が最新日 | 前日終値超えなし,4,True,True,False,True,True,True,False,False,True,False,2026-07-08,3937.0,2026-07-22,3681.0,2026-07-22,3729.0,3751.0,5.58,5.28,1.3,3759.6,3756.23,3775.01,True,True,
2282.T,日本ハム,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,3,False,False,False,True,True,False,True,False,False,True,2026-05-08,6712.0,2026-06-02,5716.0,2026-07-22,6229.0,6251.0,7.75,7.2,8.97,6096.04,6324.67,6423.91,False,False,
2282.T,日本ハム,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Return<3% | 押し目日が最新日 | 前日終値超えなし,2,False,False,False,True,False,True,False,False,True,True,2026-07-21,6375.0,2026-07-22,6143.0,2026-07-22,6229.0,6251.0,2.34,2.29,1.4,6096.04,6324.67,6423.91,True,True,
2501.T,サッポロHD,60,False,,0,,押し目安値+5%外,押し目安値+5%外,5,False,True,True,True,True,False,True,False,False,True,2026-06-29,2112.5,2026-07-02,1852.0,2026-07-22,2017.5,2034.0,4.71,4.5,8.94,1956.62,1796.45,1748.65,False,False,
2501.T,サッポロHD,30,False,,0,,押し目安値+5%外,押し目安値+5%外,5,False,True,True,True,True,False,True,False,False,True,2026-06-29,2112.5,2026-07-02,1852.0,2026-07-22,2017.5,2034.0,4.71,4.5,8.94,1956.62,1796.45,1748.65,False,False,
2502.T,アサヒGHD,60,True,GREEN,2,🟢反発確認,,,7,False,True,True,True,True,True,True,True,False,True,2026-07-08,1709.5,2026-07-16,1571.0,2026-07-22,1629.5,1628.5,4.91,4.68,3.72,1570.36,1562.11,1557.52,False,True,
2502.T,アサヒGHD,30,True,GREEN,2,🟢反発確認,,,7,False,True,True,True,True,True,True,True,False,True,2026-07-08,1709.5,2026-07-16,1571.0,2026-07-22,1629.5,1628.5,4.91,4.68,3.72,1570.36,1562.11,1557.52,False,True,
2503.T,キリンHD,60,False,,0,,Return<3%,Return<3% | 押し目日が最新日 | 前日終値超えなし,4,False,True,True,True,False,True,False,False,True,True,2026-07-21,2957.5,2026-07-22,2873.0,2026-07-22,2906.0,2921.5,1.77,1.74,1.15,2833.96,2688.28,2637.23,True,True,
2503.T,キリンHD,30,False,,0,,Return<3%,Return<3% | 押し目日が最新日 | 前日終値超えなし,4,False,True,True,True,False,True,False,False,True,True,2026-07-21,2957.5,2026-07-22,2873.0,2026-07-22,2906.0,2921.5,1.77,1.74,1.15,2833.96,2688.28,2637.23,True,True,
2801.T,キッコマン,60,True,YELLOW,1,🟡押し目接近,,,5,False,True,True,True,True,True,False,False,True,True,2026-07-08,1703.5,2026-07-22,1602.0,2026-07-22,1619.5,1625.5,5.19,4.93,1.09,1622.52,1519.93,1487.5,True,True,
2801.T,キッコマン,30,True,YELLOW,1,🟡押し目接近,,,5,False,True,True,True,True,True,False,False,True,True,2026-07-08,1703.5,2026-07-22,1602.0,2026-07-22,1619.5,1625.5,5.19,4.93,1.09,1622.52,1519.93,1487.5,True,True,
2802.T,味の素,60,False,,0,,Drop>15%,Drop>15%,6,True,True,True,False,True,True,True,True,False,False,2026-07-06,6340.0,2026-07-17,5114.0,2026-07-22,5253.0,5252.0,20.69,17.15,2.72,5710.32,5221.93,5079.95,False,True,
2802.T,味の素,30,False,,0,,Drop>15%,Drop>15%,6,True,True,True,False,True,True,True,True,False,False,2026-07-06,6340.0,2026-07-17,5114.0,2026-07-22,5253.0,5252.0,20.69,17.15,2.72,5710.32,5221.93,5079.95,False,True,
2871.T,ニチレイ,60,False,,0,,押し目安値+5%外,押し目安値+5%外,5,True,True,True,True,True,False,True,False,False,False,2026-07-08,2233.0,2026-07-15,1936.5,2026-07-22,2120.0,2134.0,5.33,5.06,9.48,2120.38,1986.54,1967.85,False,False,
2871.T,ニチレイ,30,False,,0,,押し目安値+5%外,押し目安値+5%外,5,True,True,True,True,True,False,True,False,False,False,2026-07-08,2233.0,2026-07-15,1936.5,2026-07-22,2120.0,2134.0,5.33,5.06,9.48,2120.38,1986.54,1967.85,False,False,
2914.T,JT,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-05-19,6474.0,2026-06-23,5893.0,2026-07-22,6458.0,6425.0,0.25,0.25,9.59,6116.76,6066.88,6028.63,False,False,
2914.T,JT,30,False,,0,,Return<3%,Return<3% | 反発未確認かつ押し目安値+2%外 | 押し目日が最新日,5,False,True,True,True,False,True,False,True,False,True,2026-07-21,6459.0,2026-07-22,6325.0,2026-07-22,6458.0,6425.0,0.02,0.02,2.1,6116.76,6066.88,6028.63,False,True,
3086.T,Jフロント,60,True,YELLOW,1,🟡押し目接近,,,6,True,True,True,True,True,True,True,False,True,False,2026-06-30,3617.0,2026-07-06,3108.0,2026-07-22,3116.0,3306.0,16.08,13.85,0.26,3115.76,2603.92,2498.82,True,True,
3086.T,Jフロント,30,True,YELLOW,1,🟡押し目接近,,,6,True,True,True,True,True,True,True,False,True,False,2026-06-30,3617.0,2026-07-06,3108.0,2026-07-22,3116.0,3306.0,16.08,13.85,0.26,3115.76,2603.92,2498.82,True,True,
3092.T,ZOZO,60,True,YELLOW,1,🟡押し目接近,,,5,True,True,True,True,True,True,False,False,True,False,2026-07-17,1211.0,2026-07-22,1117.5,2026-07-22,1135.0,1167.5,6.7,6.28,1.57,1151.24,1089.2,1080.65,True,True,
3092.T,ZOZO,30,True,YELLOW,1,🟡押し目接近,,,5,True,True,True,True,True,True,False,False,True,False,2026-07-17,1211.0,2026-07-22,1117.5,2026-07-22,1135.0,1167.5,6.7,6.28,1.57,1151.24,1089.2,1080.65,True,True,
3099.T,三越伊勢丹,60,False,,0,,反発未確認かつ押し目安値+2%外,反発未確認かつ押し目安値+2%外 | 前日終値超えなし,6,False,True,True,True,True,True,True,False,False,True,2026-06-30,4192.0,2026-07-07,3691.0,2026-07-22,3847.0,3871.0,8.97,8.23,4.23,3935.64,3478.74,3342.65,False,True,
3099.T,三越伊勢丹,30,False,,0,,反発未確認かつ押し目安値+2%外,反発未確認かつ押し目安値+2%外 | 前日終値超えなし,6,False,True,True,True,True,True,True,False,False,True,2026-06-30,4192.0,2026-07-07,3691.0,2026-07-22,3847.0,3871.0,8.97,8.23,4.23,3935.64,3478.74,3342.65,False,True,
3382.T,セブン&アイ,60,False,,0,,SMA75下向き,SMA75下向き | Return<3% | 反発未確認かつ押し目安値+2%外 | 押し目日が最新日,4,False,True,False,True,False,True,False,True,False,True,2026-07-17,2107.5,2026-07-22,2032.0,2026-07-22,2092.0,2074.0,0.74,0.74,2.95,1984.36,1958.7,1968.15,False,True,
3382.T,セブン&アイ,30,False,,0,,SMA75下向き,SMA75下向き | Return<3% | 反発未確認かつ押し目安値+2%外 | 押し目日が最新日,4,False,True,False,True,False,True,False,True,False,True,2026-07-17,2107.5,2026-07-22,2032.0,2026-07-22,2092.0,2074.0,0.74,0.74,2.95,1984.36,1958.7,1968.15,False,True,
7453.T,良品計画,60,True,YELLOW,1,🟡押し目接近,,,6,False,True,True,True,True,True,True,False,True,True,2026-07-14,4589.0,2026-07-15,4109.0,2026-07-22,4161.0,4244.0,10.29,9.33,1.27,3768.64,3680.39,3593.33,True,True,
7453.T,良品計画,30,True,YELLOW,1,🟡押し目接近,,,6,False,True,True,True,True,True,True,False,True,True,2026-07-14,4589.0,2026-07-15,4109.0,2026-07-22,4161.0,4244.0,10.29,9.33,1.27,3768.64,3680.39,3593.33,True,True,
8233.T,,60,False,,0,,押し目安値+5%外,押し目安値+5%外,5,False,True,True,True,True,False,True,False,False,True,2026-06-26,2608.5,2026-07-07,2212.0,2026-07-22,2402.5,2526.5,8.57,7.9,8.61,2385.64,2107.03,2037.33,False,False,
8233.T,,30,False,,0,,押し目安値+5%外,押し目安値+5%外,5,False,True,True,True,True,False,True,False,False,True,2026-06-26,2608.5,2026-07-07,2212.0,2026-07-22,2402.5,2526.5,8.57,7.9,8.61,2385.64,2107.03,2037.33,False,False,
8252.T,丸井G,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,3,False,False,False,True,True,False,True,False,False,True,2026-05-13,3054.0,2026-06-02,2663.0,2026-07-22,2958.5,2992.5,3.23,3.13,11.1,2888.02,2906.38,2920.87,False,False,
8252.T,丸井G,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Return<3% | 前日終値超えなし,3,False,False,False,True,False,True,True,False,True,True,2026-07-08,3042.0,2026-07-10,2925.0,2026-07-22,2958.5,2992.5,2.82,2.74,1.15,2888.02,2906.38,2920.87,True,True,
8267.T,イオン,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Drop>15% | 押し目安値+5%外,2,True,False,False,False,True,False,True,False,False,False,2026-04-23,1656.5,2026-06-23,1274.0,2026-07-22,1357.5,1366.5,22.03,18.05,6.55,1366.22,1492.31,1563.29,False,False,
8267.T,イオン,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 反発未確認かつ押し目安値+2%外 | 押し目日が最新日 | 前日終値超えなし,3,True,False,False,True,True,True,False,False,False,False,2026-07-07,1477.0,2026-07-22,1327.0,2026-07-22,1357.5,1366.5,8.8,8.09,2.3,1366.22,1492.31,1563.29,False,True,
9843.T,ニトリHD,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,3,True,False,False,True,True,False,True,False,False,False,2026-06-04,2790.0,2026-06-23,2264.5,2026-07-22,2379.5,2460.0,17.25,14.71,5.08,2411.28,2448.42,2476.73,False,False,
9843.T,ニトリHD,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,3,True,False,False,True,True,False,True,False,False,False,2026-06-11,2748.0,2026-06-23,2264.5,2026-07-22,2379.5,2460.0,15.49,13.41,5.08,2411.28,2448.42,2476.73,False,False,
9983.T,ファーストリテ,60,True,YELLOW,1,🟡押し目接近,,,6,True,True,True,True,True,True,True,False,True,False,2026-07-08,88690.0,2026-07-16,77770.0,2026-07-22,78580.0,80840.0,12.87,11.4,1.04,82663.6,77106.13,74634.27,True,True,
9983.T,ファーストリテ,30,True,YELLOW,1,🟡押し目接近,,,6,True,True,True,True,True,True,True,False,True,False,2026-07-08,88690.0,2026-07-16,77770.0,2026-07-22,78580.0,80840.0,12.87,11.4,1.04,82663.6,77106.13,74634.27,True,True,
2413.T,エムスリー,60,True,YELLOW,1,🟡押し目接近,,,5,True,True,True,True,True,True,False,False,True,False,2026-07-14,1970.0,2026-07-22,1816.5,2026-07-22,1839.0,1907.5,7.12,6.65,1.24,1817.88,1613.1,1574.47,True,True,
2413.T,エムスリー,30,True,YELLOW,1,🟡押し目接近,,,5,True,True,True,True,True,True,False,False,True,False,2026-07-14,1970.0,2026-07-22,1816.5,2026-07-22,1839.0,1907.5,7.12,6.65,1.24,1817.88,1613.1,1574.47,True,True,
2432.T,DeNA,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,4,True,False,False,True,True,True,True,False,False,False,2026-05-20,2784.5,2026-06-24,2328.5,2026-07-22,2429.5,2431.0,14.61,12.75,4.34,2490.36,2601.88,2607.53,False,True,
2432.T,DeNA,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,4,True,False,False,True,True,True,True,False,False,False,2026-06-17,2702.0,2026-06-24,2328.5,2026-07-22,2429.5,2431.0,11.22,10.09,4.34,2490.36,2601.88,2607.53,False,True,
3659.T,,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Drop>15% | 押し目安値+5%外,2,True,False,False,False,True,False,True,False,False,False,2026-05-07,2747.0,2026-06-26,2110.0,2026-07-22,2229.0,2273.5,23.24,18.86,5.64,2232.38,2396.25,2480.95,False,False,
3659.T,,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 前日終値超えなし,4,True,False,False,True,True,True,True,False,True,False,2026-07-08,2377.0,2026-07-15,2211.0,2026-07-22,2229.0,2273.5,6.64,6.23,0.81,2232.38,2396.25,2480.95,True,True,
4307.T,,60,False,,0,,押し目安値+5%外,押し目安値+5%外,5,False,True,True,True,True,False,True,False,False,True,2026-06-01,5399.0,2026-06-23,4144.0,2026-07-22,4981.0,5105.0,8.39,7.74,20.2,4765.0,4675.33,4578.79,False,False,
4307.T,,30,False,,0,,反発未確認かつ押し目安値+2%外,反発未確認かつ押し目安値+2%外 | 前日終値超えなし,6,False,True,True,True,True,True,True,False,False,True,2026-07-08,5236.0,2026-07-15,4787.0,2026-07-22,4981.0,5105.0,5.12,4.87,4.05,4765.0,4675.33,4578.79,False,True,
4324.T,,60,True,YELLOW,1,🟡押し目接近,,,5,False,True,True,True,True,True,False,False,True,True,2026-07-14,3599.0,2026-07-22,3334.0,2026-07-22,3366.0,3465.0,6.92,6.47,0.96,3225.56,3099.41,3010.13,True,True,
4324.T,,30,True,YELLOW,1,🟡押し目接近,,,5,False,True,True,True,True,True,False,False,True,True,2026-07-14,3599.0,2026-07-22,3334.0,2026-07-22,3366.0,3465.0,6.92,6.47,0.96,3225.56,3099.41,3010.13,True,True,
4385.T,,60,False,,0,,反発未確認かつ押し目安値+2%外,反発未確認かつ押し目安値+2%外 | 押し目日が最新日 | 前日終値超えなし,5,True,True,True,True,True,True,False,False,False,False,2026-07-14,4860.0,2026-07-22,4272.0,2026-07-22,4417.0,4567.0,10.03,9.12,3.39,4286.32,4057.73,3920.15,False,True,
4385.T,,30,False,,0,,反発未確認かつ押し目安値+2%外,反発未確認かつ押し目安値+2%外 | 押し目日が最新日 | 前日終値超えなし,5,True,True,True,True,True,True,False,False,False,False,2026-07-14,4860.0,2026-07-22,4272.0,2026-07-22,4417.0,4567.0,10.03,9.12,3.39,4286.32,4057.73,3920.15,False,True,
4661.T,OLC,60,False,,0,,SMA75下向き,SMA75下向き | 反発未確認かつ押し目安値+2%外 | 押し目日が最新日 | 前日終値超えなし,4,False,True,False,True,True,True,False,False,False,True,2026-07-21,2822.0,2026-07-22,2582.0,2026-07-22,2673.5,2735.0,5.55,5.26,3.54,2521.74,2410.71,2416.07,False,True,
4661.T,OLC,30,False,,0,,SMA75下向き,SMA75下向き | 反発未確認かつ押し目安値+2%外 | 押し目日が最新日 | 前日終値超えなし,4,False,True,False,True,True,True,False,False,False,True,2026-07-21,2822.0,2026-07-22,2582.0,2026-07-22,2673.5,2735.0,5.55,5.26,3.54,2521.74,2410.71,2416.07,False,True,
4689.T,ZHD,60,True,YELLOW,1,🟡押し目接近,,,5,True,True,True,True,True,True,False,False,True,False,2026-07-16,459.8,2026-07-22,436.5,2026-07-22,442.6,449.2,3.89,3.74,1.4,431.83,419.99,412.39,True,True,
4689.T,ZHD,30,True,YELLOW,1,🟡押し目接近,,,5,True,True,True,True,True,True,False,False,True,False,2026-07-16,459.8,2026-07-22,436.5,2026-07-22,442.6,449.2,3.89,3.74,1.4,431.83,419.99,412.39,True,True,
4704.T,トレンド,60,False,,0,,押し目安値+5%外,押し目安値+5%外,5,False,True,True,True,True,False,True,False,False,True,2026-06-05,6900.0,2026-06-23,5419.0,2026-07-22,6319.0,6364.0,9.19,8.42,16.61,6079.12,5894.12,5755.88,False,False,
4704.T,トレンド,30,True,YELLOW,1,🟡押し目接近,,,5,False,True,True,True,True,True,False,False,True,True,2026-07-17,6657.0,2026-07-22,6200.0,2026-07-22,6319.0,6364.0,5.35,5.08,1.92,6079.12,5894.12,5755.88,True,True,
4751.T,サイバー,60,True,YELLOW,1,🟡押し目接近,,,5,True,True,True,True,True,True,False,False,True,False,2026-07-08,1585.0,2026-07-22,1390.5,2026-07-22,1412.0,1448.5,12.25,10.91,1.55,1415.34,1354.76,1339.09,True,True,
4751.T,サイバー,30,True,YELLOW,1,🟡押し目接近,,,5,True,True,True,True,True,True,False,False,True,False,2026-07-08,1585.0,2026-07-22,1390.5,2026-07-22,1412.0,1448.5,12.25,10.91,1.55,1415.34,1354.76,1339.09,True,True,
4755.T,楽天G,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | 押し目日が最新日 | 前日終値超えなし,4,True,False,True,True,True,True,False,False,True,False,2026-07-16,827.7,2026-07-22,780.4,2026-07-22,790.3,802.0,4.73,4.52,1.27,760.78,765.47,757.51,True,True,
4755.T,楽天G,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | 押し目日が最新日 | 前日終値超えなし,4,True,False,True,True,True,True,False,False,True,False,2026-07-16,827.7,2026-07-22,780.4,2026-07-22,790.3,802.0,4.73,4.52,1.27,760.78,765.47,757.51,True,True,
6098.T,リクルートHD,60,True,YELLOW,1,🟡押し目接近,,,5,False,True,True,True,True,True,False,False,True,True,2026-07-21,12920.0,2026-07-22,12250.0,2026-07-22,12305.0,12920.0,5.0,4.76,0.45,11811.8,9748.75,8947.17,True,True,
6098.T,リクルートHD,30,True,YELLOW,1,🟡押し目接近,,,5,False,True,True,True,True,True,False,False,True,True,2026-07-21,12920.0,2026-07-22,12250.0,2026-07-22,12305.0,12920.0,5.0,4.76,0.45,11811.8,9748.75,8947.17,True,True,
6178.T,日本郵政,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,2460.0,,,,,,,,,,,,,,
6178.T,日本郵政,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,2460.0,,,,,,,,,,,,,,
7974.T,任天堂,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Drop>15% | 押し目安値+5%外,3,True,False,False,False,True,False,True,True,False,False,2026-04-23,8415.0,2026-06-26,6544.0,2026-07-22,7003.0,6993.0,20.16,16.78,7.01,7027.8,7483.63,7764.93,False,False,
7974.T,任天堂,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目日が最新日,4,True,False,False,True,True,True,False,True,True,False,2026-07-03,7477.0,2026-07-22,6905.0,2026-07-22,7003.0,6993.0,6.77,6.34,1.42,7027.8,7483.63,7764.93,True,True,
9602.T,東宝,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,3,False,False,False,True,True,False,True,False,False,True,2026-04-24,1477.0,2026-05-27,1191.0,2026-07-22,1375.5,1435.0,7.38,6.87,15.49,1319.92,1371.21,1406.0,False,False,
9602.T,東宝,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目日が最新日 | 前日終値超えなし,3,False,False,False,True,True,True,False,False,True,True,2026-07-21,1467.5,2026-07-22,1359.5,2026-07-22,1375.5,1435.0,6.69,6.27,1.18,1319.92,1371.21,1406.0,True,True,
9735.T,セコム,60,False,,0,,Return<3%,Return<3% | 押し目日が最新日 | 前日終値超えなし,4,False,True,True,True,False,True,False,False,True,True,2026-07-21,6835.0,2026-07-22,6618.0,2026-07-22,6735.0,6735.0,1.48,1.46,1.77,6554.44,6279.45,6183.63,True,True,
9735.T,セコム,30,False,,0,,Return<3%,Return<3% | 押し目日が最新日 | 前日終値超えなし,4,False,True,True,True,False,True,False,False,True,True,2026-07-21,6835.0,2026-07-22,6618.0,2026-07-22,6735.0,6735.0,1.48,1.46,1.77,6554.44,6279.45,6183.63,True,True,
9766.T,コナミG,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,3,True,False,False,True,True,False,True,False,False,False,2026-05-11,21730.0,2026-06-19,16850.0,2026-07-22,18490.0,18500.0,17.52,14.91,9.73,18126.2,19169.53,19328.33,False,False,
9766.T,コナミG,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,3,True,False,False,True,True,False,True,False,False,False,2026-06-12,19635.0,2026-06-19,16850.0,2026-07-22,18490.0,18500.0,6.19,5.83,9.73,18126.2,19169.53,19328.33,False,False,
1605.T,INPEX,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,4,False,False,False,True,True,False,True,True,False,True,2026-04-30,4180.0,2026-07-02,3192.0,2026-07-22,3615.0,3580.0,15.63,13.52,13.25,3385.12,3728.68,3890.19,False,False,
1605.T,INPEX,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Return<3% | 押し目安値+5%外,3,False,False,False,True,False,False,True,True,False,True,2026-06-11,3649.0,2026-07-02,3192.0,2026-07-22,3615.0,3580.0,0.94,0.93,13.25,3385.12,3728.68,3890.19,False,False,
3401.T,帝人,60,False,,0,,押し目安値+5%外,押し目安値+5%外,6,False,True,True,True,True,False,True,True,False,True,2026-05-14,1773.0,2026-05-22,1561.5,2026-07-22,1710.5,1709.5,3.65,3.53,9.54,1665.12,1641.51,1628.01,False,False,
3401.T,帝人,30,True,GREEN,2,🟢反発確認,,,7,False,True,True,True,True,True,True,True,False,True,2026-07-06,1772.0,2026-07-13,1641.0,2026-07-22,1710.5,1709.5,3.6,3.47,4.24,1665.12,1641.51,1628.01,False,True,
3402.T,東レ,60,False,,0,,押し目安値+5%外,押し目安値+5%外,6,False,True,True,True,True,False,True,True,False,True,2026-05-13,1224.5,2026-05-20,1056.0,2026-07-22,1169.5,1165.0,4.7,4.49,10.75,1156.36,1141.35,1134.45,False,False,
3402.T,東レ,30,False,,0,,押し目安値+5%外,押し目安値+5%外,6,False,True,True,True,True,False,True,True,False,True,2026-06-18,1208.5,2026-07-01,1113.0,2026-07-22,1169.5,1165.0,3.33,3.23,5.08,1156.36,1141.35,1134.45,False,False,
3861.T,王子HD,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,859.6,,,,,,,,,,,,,,
3861.T,王子HD,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,859.6,,,,,,,,,,,,,,
3405.T,クラレ,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,1823.5,,,,,,,,,,,,,,
3405.T,クラレ,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,1823.5,,,,,,,,,,,,,,
