Ticker,Name,Window,Passed,Signal_Level,Signal_Rank,Pass_Reason,Reject_Reason,Failed_Conditions,Conditions_Passed,Weekly_MA2_Warning,SMA25_Above_SMA75,SMA75_Up,Drop_OK,Return_OK,Green_Band_OK,Pull_Before_Latest,Rebound_Confirmed,Yellow_Band_OK,Weekly_MA2_OK,Peak_Date,Peak_High,Pullback_Date,Pullback_Low,Latest_Date,Latest_Close,Prev_Close,Return_%,Drop_From_Peak_%,Delta_from_Pull_%,SMA25,SMA75,SMA75_10d_Ago,"Within_(pull, +2%]","Within_(pull, +5%]",Data_Rows
6758.T,ソニーG,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | 押し目安値+5%外,4,False,False,True,True,True,False,True,False,False,True,2026-05-13,3728.0,2026-06-19,3113.0,2026-07-22,3444.0,3458.0,8.25,7.62,10.63,3331.44,3378.36,3355.48,False,False,
6758.T,ソニーG,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,5,False,False,True,True,True,True,True,False,False,True,2026-07-08,3549.0,2026-07-13,3306.0,2026-07-22,3444.0,3458.0,3.05,2.96,4.17,3331.44,3378.36,3355.48,False,True,
6762.T,TDK,60,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-06-01,4315.0,2026-07-17,2847.0,2026-07-22,3107.0,3073.0,38.88,28.0,9.13,3518.56,3197.55,3047.55,False,False,
6762.T,TDK,30,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-06-23,4189.0,2026-07-17,2847.0,2026-07-22,3107.0,3073.0,34.82,25.83,9.13,3518.56,3197.55,3047.55,False,False,
6770.T,アルプスアルパ,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,4,False,False,False,True,True,False,True,True,False,True,2026-04-30,2389.5,2026-05-01,1912.0,2026-07-22,2126.0,2102.5,12.39,11.03,11.19,2100.4,2154.23,2166.37,False,False,
6770.T,アルプスアルパ,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,4,False,False,False,True,True,False,True,True,False,True,2026-06-18,2226.5,2026-06-26,1962.0,2026-07-22,2126.0,2102.5,4.73,4.51,8.36,2100.4,2154.23,2166.37,False,False,
6841.T,横河電機,60,False,,0,,押し目安値+5%外,押し目安値+5%外,6,False,True,True,True,True,False,True,True,False,True,2026-07-06,5934.0,2026-07-17,5326.0,2026-07-22,5727.0,5707.0,3.61,3.49,7.53,5580.0,5313.48,5249.75,False,False,
6841.T,横河電機,30,False,,0,,押し目安値+5%外,押し目安値+5%外,6,False,True,True,True,True,False,True,True,False,True,2026-07-06,5934.0,2026-07-17,5326.0,2026-07-22,5727.0,5707.0,3.61,3.49,7.53,5580.0,5313.48,5249.75,False,False,
6857.T,アドテスト,60,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,4,True,True,True,False,True,False,True,False,False,False,2026-06-25,35940.0,2026-07-17,26000.0,2026-07-22,29585.0,29630.0,21.48,17.68,13.79,30446.2,28052.33,27164.33,False,False,
6857.T,アドテスト,30,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,4,True,True,True,False,True,False,True,False,False,False,2026-06-25,35940.0,2026-07-17,26000.0,2026-07-22,29585.0,29630.0,21.48,17.68,13.79,30446.2,28052.33,27164.33,False,False,
6861.T,キーエンス,60,True,GREEN,2,🟢反発確認,,,7,True,True,True,True,True,True,True,True,False,False,2026-05-08,84170.0,2026-07-17,68930.0,2026-07-22,72110.0,71960.0,16.72,14.33,4.61,76854.8,73421.47,71139.6,False,True,
6861.T,キーエンス,30,True,GREEN,2,🟢反発確認,,,7,True,True,True,True,True,True,True,True,False,False,2026-07-01,82400.0,2026-07-17,68930.0,2026-07-22,72110.0,71960.0,14.27,12.49,4.61,76854.8,73421.47,71139.6,False,True,
6902.T,デンソー,60,False,,0,,Return<3%,Return<3% | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,5,False,True,True,True,False,True,True,False,False,True,2026-07-07,2018.0,2026-07-09,1917.0,2026-07-22,1989.5,1992.5,1.43,1.41,3.78,1927.32,1906.39,1902.6,False,True,
6902.T,デンソー,30,False,,0,,Return<3%,Return<3% | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,5,False,True,True,True,False,True,True,False,False,True,2026-07-07,2018.0,2026-07-09,1917.0,2026-07-22,1989.5,1992.5,1.43,1.41,3.78,1927.32,1906.39,1902.6,False,True,
6920.T,レーザーテック,60,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-06-19,58580.0,2026-07-17,39850.0,2026-07-22,42990.0,42670.0,36.26,26.61,7.88,48263.2,43581.87,42236.27,False,False,
6920.T,レーザーテック,30,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-06-19,58580.0,2026-07-17,39850.0,2026-07-22,42990.0,42670.0,36.26,26.61,7.88,48263.2,43581.87,42236.27,False,False,
6952.T,カシオ,60,True,GREEN,2,🟢反発確認,,,7,True,True,True,True,True,True,True,True,False,False,2026-06-26,1998.0,2026-07-17,1761.0,2026-07-22,1801.0,1800.0,10.94,9.86,2.27,1866.92,1753.25,1701.9,False,True,
6952.T,カシオ,30,True,GREEN,2,🟢反発確認,,,7,True,True,True,True,True,True,True,True,False,False,2026-06-26,1998.0,2026-07-17,1761.0,2026-07-22,1801.0,1800.0,10.94,9.86,2.27,1866.92,1753.25,1701.9,False,True,
6954.T,ファナック,60,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-05-14,8880.0,2026-06-11,6290.0,2026-07-22,6873.0,6776.0,29.2,22.6,9.27,7183.32,7105.05,6953.92,False,False,
6954.T,ファナック,30,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-06-22,8164.0,2026-07-17,6394.0,2026-07-22,6873.0,6776.0,18.78,15.81,7.49,7183.32,7105.05,6953.92,False,False,
6971.T,京セラ,60,False,,0,,押し目安値+5%外,押し目安値+5%外,6,False,True,True,True,True,False,True,True,False,True,2026-07-06,4019.0,2026-07-17,3471.0,2026-07-22,3780.0,3666.0,6.32,5.95,8.9,3673.32,3227.96,3063.03,False,False,
6971.T,京セラ,30,False,,0,,押し目安値+5%外,押し目安値+5%外,6,False,True,True,True,True,False,True,True,False,True,2026-07-06,4019.0,2026-07-17,3471.0,2026-07-22,3780.0,3666.0,6.32,5.95,8.9,3673.32,3227.96,3063.03,False,False,
6976.T,太陽誘電,60,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-07-01,24065.0,2026-07-17,10150.0,2026-07-22,12535.0,11745.0,91.98,47.91,23.5,16508.6,11729.67,10553.31,False,False,
6976.T,太陽誘電,30,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-07-01,24065.0,2026-07-17,10150.0,2026-07-22,12535.0,11745.0,91.98,47.91,23.5,16508.6,11729.67,10553.31,False,False,
6981.T,村田製作所,60,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-06-22,12895.0,2026-07-17,7270.0,2026-07-22,8317.0,8001.0,55.04,35.5,14.4,10186.4,7742.73,7054.83,False,False,
6981.T,村田製作所,30,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-06-22,12895.0,2026-07-17,7270.0,2026-07-22,8317.0,8001.0,55.04,35.5,14.4,10186.4,7742.73,7054.83,False,False,
7735.T,スクリン,60,False,,0,,Drop>15%,Drop>15% | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,5,True,True,True,False,True,True,True,False,False,False,2026-07-01,19770.0,2026-07-17,16030.0,2026-07-22,16500.0,16980.0,19.82,16.54,2.93,17373.6,13270.64,12194.23,False,True,
7735.T,スクリン,30,False,,0,,Drop>15%,Drop>15% | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,5,True,True,True,False,True,True,True,False,False,False,2026-07-01,19770.0,2026-07-17,16030.0,2026-07-22,16500.0,16980.0,19.82,16.54,2.93,17373.6,13270.64,12194.23,False,True,
7751.T,キヤノン,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,4538.0,,,,,,,,,,,,,,
7751.T,キヤノン,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,4538.0,,,,,,,,,,,,,,
7752.T,リコー,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,1579.0,,,,,,,,,,,,,,
7752.T,リコー,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,1579.0,,,,,,,,,,,,,,
8035.T,東エレク,60,False,,0,,Drop>15%,Drop>15% | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,5,True,True,True,False,True,True,True,False,False,False,2026-07-01,81260.0,2026-07-17,63150.0,2026-07-22,65960.0,66570.0,23.2,18.83,4.45,72324.8,57683.33,53630.53,False,True,
8035.T,東エレク,30,False,,0,,Drop>15%,Drop>15% | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,5,True,True,True,False,True,True,True,False,False,False,2026-07-01,81260.0,2026-07-17,63150.0,2026-07-22,65960.0,66570.0,23.2,18.83,4.45,72324.8,57683.33,53630.53,False,True,
7201.T,日産自,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Drop>15% | 押し目安値+5%外,3,False,False,False,False,True,False,True,True,False,True,2026-05-29,417.3,2026-06-26,290.8,2026-07-22,334.3,332.3,24.83,19.89,14.96,315.91,344.46,348.01,False,False,
7201.T,日産自,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,4,False,False,False,True,True,False,True,True,False,True,2026-06-16,361.3,2026-06-26,290.8,2026-07-22,334.3,332.3,8.08,7.47,14.96,315.91,344.46,348.01,False,False,
7202.T,いすゞ,60,False,,0,,押し目安値+5%外,押し目安値+5%外,5,True,True,True,True,True,False,True,False,False,False,2026-05-14,2506.5,2026-06-11,2055.5,2026-07-22,2329.0,2329.5,7.62,7.08,13.31,2275.5,2262.73,2259.31,False,False,
7202.T,いすゞ,30,False,,0,,反発未確認かつ押し目安値+2%外,反発未確認かつ押し目安値+2%外 | 前日終値超えなし,6,True,True,True,True,True,True,True,False,False,False,2026-07-07,2459.5,2026-07-17,2283.0,2026-07-22,2329.0,2329.5,5.6,5.31,2.01,2275.5,2262.73,2259.31,False,True,
7203.T,トヨタ,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,3,False,False,False,True,True,False,True,False,False,True,2026-04-23,3205.0,2026-06-24,2686.0,2026-07-22,2939.0,2944.5,9.05,8.3,9.42,2817.68,2975.3,3033.08,False,False,
7203.T,トヨタ,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Return<3% | 押し目安値+5%外,2,False,False,False,True,False,False,True,False,False,True,2026-07-07,2980.0,2026-07-13,2794.0,2026-07-22,2939.0,2944.5,1.4,1.38,5.19,2817.68,2975.3,3033.08,False,False,
7205.T,日野自,60,False,,0,,データ不足,,0,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,0.0
7205.T,日野自,30,False,,0,,データ不足,,0,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,0.0
7211.T,三菱自,60,False,,0,,押し目安値+5%外,押し目安値+5%外,5,False,True,True,True,True,False,True,False,False,True,2026-05-29,415.5,2026-06-26,305.0,2026-07-22,383.7,389.5,8.29,7.65,25.8,339.58,335.96,331.62,False,False,
7211.T,三菱自,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,396.9,,,,,,,,,,,,,,
7261.T,マツダ,60,False,,0,,押し目安値+5%外,押し目安値+5%外,5,False,True,True,True,True,False,True,False,False,True,2026-06-15,1201.0,2026-06-24,1057.0,2026-07-22,1160.5,1165.5,3.49,3.37,9.79,1115.78,1089.95,1085.38,False,False,
7261.T,マツダ,30,False,,0,,押し目安値+5%外,押し目安値+5%外,5,False,True,True,True,True,False,True,False,False,True,2026-06-15,1201.0,2026-06-24,1057.0,2026-07-22,1160.5,1165.5,3.49,3.37,9.79,1115.78,1089.95,1085.38,False,False,
7267.T,ホンダ,60,False,,0,,Return<3%,Return<3%,6,False,True,True,True,False,True,True,True,False,True,2026-07-06,1604.0,2026-07-13,1490.0,2026-07-22,1559.0,1557.0,2.89,2.81,4.63,1489.42,1394.01,1364.24,False,True,
7267.T,ホンダ,30,False,,0,,Return<3%,Return<3%,6,False,True,True,True,False,True,True,True,False,True,2026-07-06,1604.0,2026-07-13,1490.0,2026-07-22,1559.0,1557.0,2.89,2.81,4.63,1489.42,1394.01,1364.24,False,True,
7269.T,スズキ,60,True,GREEN,2,🟢反発確認,,,7,False,True,True,True,True,True,True,True,False,True,2026-07-07,2200.0,2026-07-09,1993.0,2026-07-22,2056.0,2051.0,7.0,6.55,3.16,2005.96,1897.08,1880.42,False,True,
7269.T,スズキ,30,True,GREEN,2,🟢反発確認,,,7,False,True,True,True,True,True,True,True,False,True,2026-07-07,2200.0,2026-07-09,1993.0,2026-07-22,2056.0,2051.0,7.0,6.55,3.16,2005.96,1897.08,1880.42,False,True,
7270.T,SUBARU,60,False,,0,,SMA75下向き,SMA75下向き | 押し目安値+5%外,4,False,True,False,True,True,False,True,False,False,True,2026-05-15,2717.5,2026-05-19,2357.0,2026-07-22,2583.0,2591.0,5.21,4.95,9.59,2486.66,2476.86,2481.11,False,False,
7270.T,SUBARU,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,2624.0,,,,,,,,,,,,,,
7272.T,ヤマハ発,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-05-15,1328.5,2026-06-12,1182.0,2026-07-22,1309.5,1293.5,1.45,1.43,10.79,1248.34,1210.85,1191.45,False,False,
7272.T,ヤマハ発,30,False,,0,,Return<3%,Return<3% | 反発未確認かつ押し目安値+2%外 | 押し目日が最新日,5,False,True,True,True,False,True,False,True,False,True,2026-07-21,1312.5,2026-07-22,1279.0,2026-07-22,1309.5,1293.5,0.23,0.23,2.38,1248.34,1210.85,1191.45,False,True,
4543.T,テルモ,60,False,,0,,反発未確認かつ押し目安値+2%外,反発未確認かつ押し目安値+2%外 | 前日終値超えなし,6,False,True,True,True,True,True,True,False,False,True,2026-05-29,2463.0,2026-06-24,2146.5,2026-07-22,2199.0,2240.5,12.01,10.72,2.45,2228.72,2197.55,2181.25,False,True,
4543.T,テルモ,30,True,YELLOW,1,🟡押し目接近,,,6,False,True,True,True,True,True,True,False,True,True,2026-07-03,2364.5,2026-07-15,2168.5,2026-07-22,2199.0,2240.5,7.53,7.0,1.41,2228.72,2197.55,2181.25,True,True,
4902.T,コニカミノルタ,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-06-04,649.0,2026-07-01,542.6,2026-07-22,639.1,633.5,1.55,1.53,17.78,584.4,577.52,564.94,False,False,
4902.T,コニカミノルタ,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,641.9,,,,,,,,,,,,,,
6146.T,,60,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-06-23,91680.0,2026-07-17,62260.0,2026-07-22,68590.0,66840.0,33.66,25.19,10.17,76680.4,72285.87,71791.87,False,False,
6146.T,,30,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-06-23,91680.0,2026-07-17,62260.0,2026-07-22,68590.0,66840.0,33.66,25.19,10.17,76680.4,72285.87,71791.87,False,False,
7731.T,ニコン,60,False,,0,,押し目安値+5%外,押し目安値+5%外,6,True,True,True,True,True,False,True,True,False,False,2026-05-15,2390.0,2026-06-09,1782.5,2026-07-22,2212.5,2167.5,8.02,7.43,24.12,2204.3,2027.25,1989.81,False,False,
7731.T,ニコン,30,True,GREEN,2,🟢反発確認,,,7,True,True,True,True,True,True,True,True,False,False,2026-07-16,2338.5,2026-07-21,2127.0,2026-07-22,2212.5,2167.5,5.69,5.39,4.02,2204.3,2027.25,1989.81,False,True,
7733.T,オリンパス,60,False,,0,,押し目安値+5%外,押し目安値+5%外,5,True,True,True,True,True,False,True,False,False,False,2026-05-20,1904.0,2026-06-17,1610.0,2026-07-22,1726.0,1755.0,10.31,9.35,7.2,1715.24,1693.08,1652.03,False,False,
7733.T,オリンパス,30,True,YELLOW,1,🟡押し目接近,,,5,True,True,True,True,True,True,False,False,True,False,2026-07-08,1818.0,2026-07-22,1703.0,2026-07-22,1726.0,1755.0,5.33,5.06,1.35,1715.24,1693.08,1652.03,True,True,
7741.T,HOYA,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Drop>15% | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,3,False,False,False,False,True,True,True,False,False,True,2026-04-30,29700.0,2026-07-08,23910.0,2026-07-22,25045.0,25450.0,18.59,15.67,4.75,25843.6,27026.53,27368.0,False,True,
7741.T,HOYA,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,4,False,False,False,True,True,True,True,False,False,True,2026-06-19,28880.0,2026-07-08,23910.0,2026-07-22,25045.0,25450.0,15.31,13.28,4.75,25843.6,27026.53,27368.0,False,True,
7762.T,シチズン,60,False,,0,,押し目安値+5%外,押し目安値+5%外,6,True,True,True,True,True,False,True,True,False,False,2026-06-26,2575.0,2026-07-17,2137.0,2026-07-22,2256.0,2238.0,14.14,12.39,5.57,2346.08,2135.81,2065.4,False,False,
7762.T,シチズン,30,False,,0,,押し目安値+5%外,押し目安値+5%外,6,True,True,True,True,True,False,True,True,False,False,2026-06-26,2575.0,2026-07-17,2137.0,2026-07-22,2256.0,2238.0,14.14,12.39,5.57,2346.08,2135.81,2065.4,False,False,
9432.T,NTT,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | 押し目安値+5%外,4,False,False,False,True,True,False,True,True,False,True,2026-05-20,156.9,2026-06-23,142.6,2026-07-22,152.0,151.7,3.22,3.12,6.59,147.31,149.98,150.96,False,False,
9432.T,NTT,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | SMA75下向き | Return<3% | 押し目日が最新日,3,False,False,False,True,False,True,False,True,True,True,2026-07-21,154.2,2026-07-22,149.7,2026-07-22,152.0,151.7,1.45,1.43,1.54,147.31,149.98,150.96,True,True,
9433.T,KDDI,60,False,,0,,Return<3%,Return<3% | 押し目日が最新日 | 前日終値超えなし,4,False,True,True,True,False,True,False,False,True,True,2026-07-21,2923.0,2026-07-22,2820.0,2026-07-22,2875.5,2881.5,1.65,1.63,1.97,2756.9,2690.13,2670.51,True,True,
9433.T,KDDI,30,False,,0,,Return<3%,Return<3% | 押し目日が最新日 | 前日終値超えなし,4,False,True,True,True,False,True,False,False,True,True,2026-07-21,2923.0,2026-07-22,2820.0,2026-07-22,2875.5,2881.5,1.65,1.63,1.97,2756.9,2690.13,2670.51,True,True,
9434.T,ソフトバンク,60,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | 押し目安値+5%外,4,False,False,True,True,True,False,True,False,False,True,2026-05-19,229.9,2026-06-26,202.6,2026-07-22,221.4,222.1,3.84,3.7,9.28,211.92,216.39,216.2,False,False,
9434.T,ソフトバンク,30,False,,0,,SMA25<=SMA75,SMA25<=SMA75 | Return<3% | 押し目日が最新日 | 前日終値超えなし,3,False,False,True,True,False,True,False,False,True,True,2026-07-21,226.0,2026-07-22,219.3,2026-07-22,221.4,222.1,2.08,2.04,0.96,211.92,216.39,216.2,True,True,
6963.T,ローム,60,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-07-06,6099.0,2026-07-17,4372.0,2026-07-22,4785.0,4734.0,27.46,21.54,9.45,5321.0,4611.97,4358.87,False,False,
6963.T,ローム,30,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,5,True,True,True,False,True,False,True,True,False,False,2026-07-06,6099.0,2026-07-17,4372.0,2026-07-22,4785.0,4734.0,27.46,21.54,9.45,5321.0,4611.97,4358.87,False,False,
9984.T,ソフトバンクG,60,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,4,True,True,True,False,True,False,True,False,False,False,2026-06-02,9074.0,2026-07-17,5191.0,2026-07-22,5703.0,5751.0,59.11,37.15,9.86,6275.04,5982.92,5675.0,False,False,
9984.T,ソフトバンクG,30,False,,0,,Drop>15%,Drop>15% | 押し目安値+5%外,4,True,True,True,False,True,False,True,False,False,False,2026-06-19,7562.0,2026-07-17,5191.0,2026-07-22,5703.0,5751.0,32.6,24.58,9.86,6275.04,5982.92,5675.0,False,False,
5831.T,,60,False,,0,,押し目安値+5%外,押し目安値+5%外,6,False,True,True,True,True,False,True,True,False,True,2026-07-07,3448.0,2026-07-17,3088.0,2026-07-22,3338.0,3263.0,3.3,3.19,8.1,3174.64,2964.24,2876.16,False,False,
5831.T,,30,False,,0,,押し目安値+5%外,押し目安値+5%外,6,False,True,True,True,True,False,True,True,False,True,2026-07-07,3448.0,2026-07-17,3088.0,2026-07-22,3338.0,3263.0,3.3,3.19,8.1,3174.64,2964.24,2876.16,False,False,
7186.T,,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-08,1952.0,2026-07-17,1761.0,2026-07-22,1899.0,1866.0,2.79,2.72,7.84,1817.0,1654.41,1591.06,False,False,
7186.T,,30,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-08,1952.0,2026-07-17,1761.0,2026-07-22,1899.0,1866.0,2.79,2.72,7.84,1817.0,1654.41,1591.06,False,False,
8304.T,あおぞら銀,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,3027.0,,,,,,,,,,,,,,
8304.T,あおぞら銀,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,3027.0,,,,,,,,,,,,,,
8306.T,三菱UFJ,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-15,3733.0,2026-07-17,3411.0,2026-07-22,3668.0,3580.0,1.77,1.74,7.53,3392.64,3102.71,2986.54,False,False,
8306.T,三菱UFJ,30,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-15,3733.0,2026-07-17,3411.0,2026-07-22,3668.0,3580.0,1.77,1.74,7.53,3392.64,3102.71,2986.54,False,False,
8308.T,りそなHD,60,False,,0,,押し目安値+5%外,押し目安値+5%外,6,True,True,True,True,True,False,True,True,False,False,2026-07-15,2420.5,2026-07-17,2197.0,2026-07-22,2322.0,2286.0,4.24,4.07,5.69,2242.74,2078.67,2005.23,False,False,
8308.T,りそなHD,30,False,,0,,押し目安値+5%外,押し目安値+5%外,6,True,True,True,True,True,False,True,True,False,False,2026-07-15,2420.5,2026-07-17,2197.0,2026-07-22,2322.0,2286.0,4.24,4.07,5.69,2242.74,2078.67,2005.23,False,False,
8309.T,三井住友,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,6880.0,,,,,,,,,,,,,,
8309.T,三井住友,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,6880.0,,,,,,,,,,,,,,
8316.T,三井住友信託,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,7147.0,,,,,,,,,,,,,,
8316.T,三井住友信託,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,7147.0,,,,,,,,,,,,,,
8331.T,千葉銀,60,False,,0,,押し目安値+5%外,押し目安値+5%外,6,True,True,True,True,True,False,True,True,False,False,2026-07-08,2813.0,2026-07-17,2497.0,2026-07-22,2708.0,2659.0,3.88,3.73,8.45,2604.24,2374.11,2284.59,False,False,
8331.T,千葉銀,30,False,,0,,押し目安値+5%外,押し目安値+5%外,6,True,True,True,True,True,False,True,True,False,False,2026-07-08,2813.0,2026-07-17,2497.0,2026-07-22,2708.0,2659.0,3.88,3.73,8.45,2604.24,2374.11,2284.59,False,False,
8354.T,ふくおかFG,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-16,7637.0,2026-07-17,6991.0,2026-07-22,7551.0,7407.0,1.14,1.13,8.01,7167.28,6752.28,6582.51,False,False,
8354.T,ふくおかFG,30,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-16,7637.0,2026-07-17,6991.0,2026-07-22,7551.0,7407.0,1.14,1.13,8.01,7167.28,6752.28,6582.51,False,False,
8411.T,みずほ,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-15,8693.0,2026-07-17,7790.0,2026-07-22,8529.0,8302.0,1.92,1.89,9.49,8096.72,7380.03,7100.88,False,False,
8411.T,みずほ,30,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-15,8693.0,2026-07-17,7790.0,2026-07-22,8529.0,8302.0,1.92,1.89,9.49,8096.72,7380.03,7100.88,False,False,
8253.T,クレセゾン,60,False,,0,,Return<3%,Return<3% | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,5,False,True,True,True,False,True,True,False,False,True,2026-07-08,4768.0,2026-07-17,4521.0,2026-07-22,4713.0,4728.0,1.17,1.15,4.25,4510.16,4348.68,4284.55,False,True,
8253.T,クレセゾン,30,False,,0,,Return<3%,Return<3% | 反発未確認かつ押し目安値+2%外 | 前日終値超えなし,5,False,True,True,True,False,True,True,False,False,True,2026-07-08,4768.0,2026-07-17,4521.0,2026-07-22,4713.0,4728.0,1.17,1.15,4.25,4510.16,4348.68,4284.55,False,True,
8591.T,オリックス,60,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,6639.0,,,,,,,,,,,,,,
8591.T,オリックス,30,False,,0,,ピーク後データなし,,0,False,False,False,False,False,False,False,False,False,True,2026-07-22,6639.0,,,,,,,,,,,,,,
8697.T,日取所,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,4,False,True,True,True,False,False,True,False,False,True,2026-06-18,2267.0,2026-06-26,1982.0,2026-07-22,2218.0,2255.5,2.21,2.16,11.91,2145.76,2002.21,1957.01,False,False,
8697.T,日取所,30,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,4,False,True,True,True,False,False,True,False,False,True,2026-06-18,2267.0,2026-06-26,1982.0,2026-07-22,2218.0,2255.5,2.21,2.16,11.91,2145.76,2002.21,1957.01,False,False,
8601.T,大和証G,60,False,,0,,Return<3%,Return<3% | 押し目安値+5%外,5,False,True,True,True,False,False,True,True,False,True,2026-07-16,1886.5,2026-07-17,1744.0,2026-07-22,1852.5,1847.0,1.84,1.8,6.22,1702.06,1576.33,1536.85,False,False,
